USER         PID %CPU %MEM    VSZ   RSS TTY      STAT START   TIME COMMAND
root      265420  0.0  0.0      0     0 ?        I<    2025   0:00 [kworker/R-xfsalloc]
root      265421  0.0  0.0      0     0 ?        I<    2025   0:00 [kworker/R-xfs_mru_cache]
root      265427  0.0  0.0      0     0 ?        S     2025   0:00 [jfsIO]
root      265428  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265429  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265430  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265431  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265432  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265433  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265434  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265435  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265436  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265437  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265438  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265439  0.0  0.0      0     0 ?        S     2025   0:00 [jfsCommit]
root      265440  0.0  0.0      0     0 ?        S     2025   0:00 [jfsSync]
nfnaa     287291  0.0  0.4 1668360 108052 ?      Sl    2025   0:04 /usr/bin/gnome-clocks --gapplication-service
fwupd-r+  328933  0.0  0.1 589692 36728 ?        Ssl   2025   0:33 /usr/bin/fwupdmgr refresh
nfnaa     427124  0.0  0.0   8248  3796 ?        S     2025   0:00 bash /home/nfnaa/.steam/debian-installation/steam.sh -nominidumps -nobreakpad
nfnaa     427214  0.0  0.0  25232  4856 ?        S     2025   0:01 /home/nfnaa/.steam/debian-installation/ubuntu12_32/steam-runtime/usr/libexec/steam-runtime-tools-0/srt-logger --sh-syntax --rotate=8388608 --log-directory /home/nfnaa/.steam/steam/logs --filename console-linux.txt --log-fd=7 --journal-fd=5 --parse-level-prefix
nfnaa     427245  0.7  0.3 953824 86852 ?        Sl    2025 145:50 /home/nfnaa/.steam/debian-installation/ubuntu12_32/steam -srt-logger-opened -nominidumps -nobreakpad
nfnaa     427277  0.0  0.0   4808  1612 ?        Ss    2025   0:00 /home/nfnaa/.steam/debian-installation/steamrt64/steam-runtime-steamrt/pressure-vessel/libexec/steam-runtime-tools-0/srt-bwrap --args 26 /usr/lib/pressure-vessel/from-host/libexec/steam-runtime-tools-0/pv-adverb --generate-locales --fd 14 --regenerate-ld.so-cache /var/pressure-vessel/ldso --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu --set-ld-library-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu/aliases:/usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu/aliases --overrides-path /usr/lib/pressure-vessel/overrides --exit-with-parent --subreaper --assign-fd=1=3 --assign-fd=2=4 --shell=none --terminal=none -- /home/nfnaa/.steam/debian-installation/steamrt64/steam-runtime-steamrt/pressure-vessel/bin/steam-runtime-launcher-interface-0 container-runtime /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper_sniper_wrap.sh -nocrashdialog -lang=en_US -cachedir=/home/nfnaa/.steam/debian-installation/config/htmlcache -steampid=427245 -buildid=1751405894 -steamid=0 -logdir=/home/nfnaa/.steam/debian-installation/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/home/nfnaa/.steam/debian-installation/clientui -steampath=/home/nfnaa/.steam/debian-installation/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=6 --valve-enable-site-isolation --enable-smooth-scrolling --password-store=basic --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --disable-quick-menu --disable-component-update --enable-features=PlatformHEVCDecoderSupport --disable-features=SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
nfnaa     427290  0.0  0.0  21748  3924 ?        S     2025   0:00 /home/nfnaa/.steam/debian-installation/ubuntu12_32/steam-runtime/usr/libexec/steam-runtime-tools-0/srt-logger --sh-syntax --rotate=8388608 --log-directory /home/nfnaa/.steam/steam/logs --filename webhelper-linux.txt --log-fd=7 --journal-fd=5 --parse-level-prefix --journal-level=info
nfnaa     427363  0.0  0.0 316840  4460 ?        Sl    2025   0:01 steam-runtime-launcher-service --alongside-steam
nfnaa     427430  0.0  0.0  26596  2144 ?        Ss    2025   0:00 /usr/lib/pressure-vessel/from-host/libexec/steam-runtime-tools-0/pv-adverb --generate-locales --fd 14 --regenerate-ld.so-cache /var/pressure-vessel/ldso --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu --add-ld.so-path /usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu --set-ld-library-path /usr/lib/pressure-vessel/overrides/lib/x86_64-linux-gnu/aliases:/usr/lib/pressure-vessel/overrides/lib/i386-linux-gnu/aliases --overrides-path /usr/lib/pressure-vessel/overrides --exit-with-parent --subreaper --assign-fd=1=3 --assign-fd=2=4 --shell=none --terminal=none -- /home/nfnaa/.steam/debian-installation/steamrt64/steam-runtime-steamrt/pressure-vessel/bin/steam-runtime-launcher-interface-0 container-runtime /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper_sniper_wrap.sh -nocrashdialog -lang=en_US -cachedir=/home/nfnaa/.steam/debian-installation/config/htmlcache -steampid=427245 -buildid=1751405894 -steamid=0 -logdir=/home/nfnaa/.steam/debian-installation/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/home/nfnaa/.steam/debian-installation/clientui -steampath=/home/nfnaa/.steam/debian-installation/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=6 --valve-enable-site-isolation --enable-smooth-scrolling --password-store=basic --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --disable-quick-menu --disable-component-update --enable-features=PlatformHEVCDecoderSupport --disable-features=SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
nfnaa     427492  0.4  0.9 5089260 224608 ?      Sl    2025  80:15 ./steamwebhelper -nocrashdialog -lang=en_US -cachedir=/home/nfnaa/.steam/debian-installation/config/htmlcache -steampid=427245 -buildid=1751405894 -steamid=0 -logdir=/home/nfnaa/.steam/debian-installation/logs -uimode=7 -startcount=0 -steamuniverse=Public -realm=Global -clientui=/home/nfnaa/.steam/debian-installation/clientui -steampath=/home/nfnaa/.steam/debian-installation/ubuntu12_32/steam -launcher=0 --valve-initial-threadpool-size=6 --valve-enable-site-isolation --enable-smooth-scrolling --password-store=basic --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --disable-quick-menu --disable-component-update --enable-features=PlatformHEVCDecoderSupport --disable-features=SpareRendererForSitePerProcess,DcheckIsFatal,BlockPromptsIfIgnoredOften,ValveFFmpegAllowLowDelayHEVC
nfnaa     427504  0.0  0.1 420812 45356 ?        Sl    2025   0:00 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --monitor-self-annotation=ptype=crashpad-handler --type=crashpad-handler --max-uploads=5 --max-db-size=20 --max-db-age=5 --database=/tmp/dumps --url=https://crash.steampowered.com/submit --annotation=lsb-release=Steam Runtime 3c (steamrt3c) --annotation=platform=linux64 --annotation=product=cefwebhelper --annotation=version=1751405894 --initial-client-fd=7 --shared-client-connection
nfnaa     427509  0.0  0.2 34113868 53532 ?      S     2025   0:00 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --type=zygote --no-zygote-sandbox --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6
nfnaa     427510  0.0  0.2 34113952 56004 ?      S     2025   0:00 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --type=zygote --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6
nfnaa     427512  0.0  0.0 34113980 7408 ?       S     2025   0:00 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --type=zygote --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6
nfnaa     427529  4.4  0.7 36470280 176148 ?     Sl    2025 873:17 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --type=zygote --no-zygote-sandbox --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6
nfnaa     427555  0.0  0.3 962632 90384 ?        Sl    2025   1:25 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=id --service-sandbox-type=none --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6 --shared-files --field-trial-handle=3,i,16220694698283189547,10185927395718923640,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BackForwardCache,BlockPromptsIfIgnoredOften,DcheckIsFatal,DocumentPictureInPictureAPI,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC --variations-seed-version --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt
nfnaa     427563  0.0  0.1 34483916 31608 ?      Sl    2025   0:00 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --type=zygote --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6
nfnaa     427572  0.4  1.4 49820352 350092 ?     Sl    2025  78:33 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --type=zygote --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6
root      434903  0.0  0.0      0     0 ?        S     2025   0:00 [jbd2/nvme0n1p7-8]
root      434904  0.0  0.0      0     0 ?        I<    2025   0:00 [kworker/R-ext4-rsv-conversion]
root      434960  0.0  0.0      0     0 ?        S     2025   0:00 [jbd2/nvme0n1p8-8]
root      434961  0.0  0.0      0     0 ?        I<    2025   0:00 [kworker/R-ext4-rsv-conversion]
root      435414  0.0  0.0   6844  2528 ?        Ss    2025   0:00 /sbin/mount.ntfs-3g /dev/nvme0n1p4 /media/nfnaa/data -o rw
nfnaa     516821  0.0  0.0 155108  2980 ?        SLsl  2025   0:05 /usr/bin/gpg-agent --supervised
nfnaa     623963  4.8  0.9 51713564 228468 ?     Sl    2025 760:02 /home/nfnaa/.steam/debian-installation/ubuntu12_64/steamwebhelper --type=zygote --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6
nfnaa     624279  0.0  0.2 735400 62000 ?        Sl    2025   0:01 /proc/self/exe --type=utility --utility-sub-type=audio.mojom.AudioService --lang=id --service-sandbox-type=none --user-agent-product=Valve Steam Client --lang=en_US.UTF-8 --user-data-dir=/home/nfnaa/.steam/debian-installation/config/htmlcache --crashpad-handler-pid=427504 --buildid=1751405894 --steamid=0 --valve-initial-threadpool-size=6 --shared-files --field-trial-handle=3,i,16220694698283189547,10185927395718923640,262144 --enable-features=PlatformHEVCDecoderSupport --disable-features=BackForwardCache,BlockPromptsIfIgnoredOften,DcheckIsFatal,DocumentPictureInPictureAPI,SpareRendererForSitePerProcess,ValveFFmpegAllowLowDelayHEVC --variations-seed-version --log-file=/home/nfnaa/.steam/debian-installation/logs/cef_log.txt
root      817230  0.0  0.0  35344 10080 ?        Ss    2025   0:00 /usr/sbin/cupsd -l
cups-br+  817248  0.0  0.0 268888 16740 ?        Ssl   2025   0:03 /usr/sbin/cups-browsed
root      923602  0.0  0.0      0     0 ?        I<    2025   0:01 [kworker/1:2H-i915_cleanup]
nfnaa     955716  6.0  4.6 15417284 1126256 ?    Sl    2025 366:45 /snap/firefox/7559/usr/lib/firefox/firefox
nfnaa     955935  0.0  0.0 1066672 2472 ?        Sl    2025   0:00 /snap/firefox/7559/usr/lib/firefox/crashhelper 955716 13 /tmp/ 15
nfnaa     956057  0.0  0.1 1350124 31028 ?       S     2025   0:02 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -ipcHandle 0 -signalPipe 1 -initialChannelId {582efea6-4210-41f1-b166-36086f0d6b55} -parentPid 955716 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 1 forkserver
nfnaa     956062  0.0  0.1 1365852 41912 ?       Sl    2025   0:09 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -parentBuildID 20251217233610 -prefsHandle 0:41812 -prefMapHandle 1:280365 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {2a757a50-0263-4aa8-9e33-7b903917bfd4} -parentPid 955716 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7559/usr/lib/firefox/browser 2 socket
nfnaa     956082  0.0  0.7 3632780 170856 ?      Sl    2025   3:56 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:41908 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {52dbfb18-e088-44c1-9fd5-e0b5997bd05a} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 3 tab
nfnaa     956093  0.0  0.4 1909920 118252 ?      Sl    2025   1:21 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -parentBuildID 20251217233610 -prefsHandle 0:41908 -prefMapHandle 1:280365 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {cc58c4e5-0376-4731-975d-5a35997fdb71} -parentPid 955716 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7559/usr/lib/firefox/browser 4 rdd
nfnaa     956320  0.3  1.8 3987044 442356 ?      Sl    2025  24:14 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:51655 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {2f6e78b4-a19e-42bb-8904-eac24a2168b8} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 5 tab
nfnaa     956742  0.0  0.2 1505520 52400 ?       Sl    2025   0:47 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -parentBuildID 20251217233610 -sandboxingKind 0 -prefsHandle 0:53072 -prefMapHandle 1:280365 -sandboxReporter 2 -chrootClient 3 -ipcHandle 4 -initialChannelId {c33976e3-1e6b-46a8-8edd-c20fcda69052} -parentPid 955716 -crashReporter 5 -crashHelper 6 -appDir /snap/firefox/7559/usr/lib/firefox/browser 6 utility
nfnaa    1034485 11.0  6.3 22509084 1538348 ?    Sl    2025 583:30 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46262 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {6eb1041b-1789-48aa-a7bd-0e3b384664b4} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 160 tab
nfnaa    1105670  0.0  0.0  29324 19444 ?        S     2025   0:00 /usr/bin/python3 /usr/bin/gnome-terminal --wait
nfnaa    1105673  0.0  0.1 459592 31964 ?        Sl    2025   0:00 /usr/bin/gnome-terminal.real --wait
nfnaa    1105679  0.0  0.2 714336 71320 ?        Ssl   2025   0:42 /usr/libexec/gnome-terminal-server
nfnaa    1105686  0.0  0.0   8660  5648 pts/0    Ss+   2025   0:00 bash
nfnaa    1115429  0.0  0.0   8880  5852 pts/1    Ss+   2025   0:00 bash
nfnaa    1126920  0.0  0.0   8660  5652 pts/2    Ss    2025   0:00 bash
nfnaa    1128976  0.2  0.8 3822644 208392 ?      Sl    2025   8:26 /snap/firefox/7559/usr/lib/firefox/firefox -contentproc -isForBrowser -prefsHandle 0:46437 -prefMapHandle 1:280365 -jsInitHandle 2:223356 -parentBuildID 20251217233610 -sandboxReporter 3 -chrootClient 4 -ipcHandle 5 -initialChannelId {f9dfd0bc-9899-40fa-81f3-4d583643aa8a} -parentPid 955716 -crashReporter 6 -crashHelper 7 -greomni /snap/firefox/7559/usr/lib/firefox/omni.ja -appomni /snap/firefox/7559/usr/lib/firefox/browser/omni.ja -appDir /snap/firefox/7559/usr/lib/firefox/browser 324 tab
nfnaa    1130555  0.2  0.9 1461715052 242800 ?   SLsl  2025   6:28 /usr/share/code/code .
nfnaa    1130560  0.0  0.2 34065932 50056 ?      S     2025   0:00 /usr/share/code/code --type=zygote --no-zygote-sandbox
nfnaa    1130561  0.0  0.2 34065924 49552 ?      S     2025   0:00 /usr/share/code/code --type=zygote
nfnaa    1130563  0.0  0.0 34065948 12784 ?      S     2025   0:00 /usr/share/code/code --type=zygote
nfnaa    1130578  0.0  0.0 33576156 3620 ?       Sl    2025   0:00 /usr/share/code/chrome_crashpad_handler --monitor-self-annotation=ptype=crashpad-handler --no-rate-limit --database=/home/nfnaa/.config/Code/Crashpad --url=appcenter://code?aid=fba07a4d-84bd-4fc8-a125-9640fc8ce171&uid=d5262f2a-932f-4669-83b3-24633463de31&iid=d5262f2a-932f-4669-83b3-24633463de31&sid=d5262f2a-932f-4669-83b3-24633463de31 --annotation=_companyName=Microsoft --annotation=_productName=VSCode --annotation=_version=1.106.3 --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Electron --annotation=ver=37.7.0 --initial-client-fd=46 --shared-client-connection
nfnaa    1130596  0.6  0.7 34529980 182868 ?     Sl    2025  19:31 /usr/share/code/code --type=zygote --no-zygote-sandbox
nfnaa    1130605  0.0  0.3 33911864 82184 ?      Sl    2025   0:51 /proc/self/exe --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1130578 --enable-crash-reporter=841b3a79-5026-48a2-a5ef-1f01defc3b26,no_channel --user-data-dir=/home/nfnaa/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8994375033331213637,8848387124771937460,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
nfnaa    1130644  2.6  2.5 1478453880 622584 ?   Sl    2025  79:40 /usr/share/code/code --type=zygote
nfnaa    1130663  0.0  0.5 1461322608 127740 ?   Sl    2025   0:39 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1130578 --enable-crash-reporter=841b3a79-5026-48a2-a5ef-1f01defc3b26,no_channel --user-data-dir=/home/nfnaa/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8994375033331213637,8848387124771937460,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
nfnaa    1138319  0.0  1.3 51232180 324900 ?     SLl   2025   1:51 /opt/google/chrome/chrome
nfnaa    1138325  0.0  0.0   5824  1880 ?        S     2025   0:00 cat
nfnaa    1138326  0.0  0.0   5824  1884 ?        S     2025   0:00 cat
nfnaa    1138329  0.0  0.0 50354732 4016 ?       Sl    2025   0:00 /opt/google/chrome/chrome_crashpad_handler --monitor-self --monitor-self-annotation=ptype=crashpad-handler --database=/home/nfnaa/.config/google-chrome/Crash Reports --metrics-dir=/home/nfnaa/.config/google-chrome --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.40 --initial-client-fd=5 --shared-client-connection
nfnaa    1138331  0.0  0.0 33568280 3360 ?       Sl    2025   0:00 /opt/google/chrome/chrome_crashpad_handler --no-periodic-tasks --monitor-self-annotation=ptype=crashpad-handler --database=/home/nfnaa/.config/google-chrome/Crash Reports --url=https://clients2.google.com/cr/report --annotation=channel= --annotation=lsb-release=Ubuntu 24.04.3 LTS --annotation=plat=Linux --annotation=prod=Chrome_Linux --annotation=ver=143.0.7499.40 --initial-client-fd=4 --shared-client-connection
nfnaa    1138337  0.0  0.2 50987436 65200 ?      S     2025   0:00 /opt/google/chrome/chrome --type=zygote --no-zygote-sandbox --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --change-stack-guard-on-fork=enable
nfnaa    1138338  0.0  0.2 34210212 65564 ?      S     2025   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --change-stack-guard-on-fork=enable
nfnaa    1138340  0.0  0.0 34210236 18364 ?      S     2025   0:00 /opt/google/chrome/chrome --type=zygote --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --change-stack-guard-on-fork=enable
nfnaa    1138371  0.0  0.8 51419152 214436 ?     Sl    2025   2:23 /opt/google/chrome/chrome --type=gpu-process --ozone-platform=wayland --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --change-stack-guard-on-fork=enable --gpu-preferences=UAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAYAAAAAAAAABgAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAgAAAAAAAAA --shared-files --metrics-shmem-handle=4,i,17788353719484318040,6784682697163351835,262144 --field-trial-handle=3,i,7366628028244465061,11377163905245347477,262144 --disable-features=EyeDropper --variations-seed-version=20251219-070015.367000 --trace-process-track-uuid=3190708988185955192
nfnaa    1138373  0.0  0.5 34018936 135232 ?     Sl    2025   0:32 /opt/google/chrome/chrome --type=utility --utility-sub-type=network.mojom.NetworkService --lang=id --service-sandbox-type=none --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,2058649859795746694,10619096681594549479,524288 --field-trial-handle=3,i,7366628028244465061,11377163905245347477,262144 --disable-features=EyeDropper --variations-seed-version=20251219-070015.367000 --trace-process-track-uuid=3190708989122997041
nfnaa    1138397  0.0  0.2 34276852 58460 ?      Sl    2025   0:03 /opt/google/chrome/chrome --type=utility --utility-sub-type=storage.mojom.StorageService --lang=id --service-sandbox-type=utility --render-node-override=/dev/dri/renderD128 --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --change-stack-guard-on-fork=enable --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,17721079230152751289,4798697221751534232,524288 --field-trial-handle=3,i,7366628028244465061,11377163905245347477,262144 --disable-features=EyeDropper --variations-seed-version=20251219-070015.367000 --trace-process-track-uuid=3190708990060038890
nfnaa    1138586  0.0  0.7 1443292480 185308 ?   Sl    2025   1:11 /opt/google/chrome/chrome --type=renderer --crashpad-handler-pid=1138329 --enable-crash-reporter=7bff777b-1cb3-4286-bacb-1a7592073d0f, --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --change-stack-guard-on-fork=enable --ozone-platform=wayland --lang=id --num-raster-threads=4 --enable-main-frame-before-activation --renderer-client-id=9 --time-ticks-at-unix-epoch=-1766705537557134 --launch-time-ticks=373128032291 --shared-files=v8_context_snapshot_data:100 --metrics-shmem-handle=4,i,464855973383678570,13317463523093549275,2097152 --field-trial-handle=3,i,7366628028244465061,11377163905245347477,262144 --disable-features=EyeDropper --variations-seed-version=20251219-070015.367000 --trace-process-track-uuid=3190708994745248135
nfnaa    1153918  0.0  0.4 1461331540 112704 ?   Sl    2025   2:16 /proc/self/exe --type=utility --utility-sub-type=node.mojom.NodeService --lang=en-US --service-sandbox-type=none --crashpad-handler-pid=1130578 --enable-crash-reporter=841b3a79-5026-48a2-a5ef-1f01defc3b26,no_channel --user-data-dir=/home/nfnaa/.config/Code --standard-schemes=vscode-webview,vscode-file --enable-sandbox --secure-schemes=vscode-webview,vscode-file --cors-schemes=vscode-webview,vscode-file --fetch-schemes=vscode-webview,vscode-file --service-worker-schemes=vscode-webview --code-cache-schemes=vscode-webview,vscode-file --shared-files=v8_context_snapshot_data:100 --field-trial-handle=3,i,8994375033331213637,8848387124771937460,262144 --enable-features=DocumentPolicyIncludeJSCallStacksInCrashReports,EarlyEstablishGpuChannel,EstablishGpuChannelAsync --disable-features=CalculateNativeWinOcclusion,FontationsLinuxSystemFonts,ScreenAIOCREnabled,SpareRendererForSitePerProcess --variations-seed-version
nfnaa    1174921  0.0  0.0 533708 11792 ?        Ssl   2025   1:28 ibus-daemon -drx
